session_id,tdoa_12,tdoa_13,tdoa_14,tdoa_23,tdoa_24,tdoa_34,onset_diff_12,onset_diff_13,onset_diff_14,intensity_ratio_12,intensity_ratio_13,intensity_ratio_14,intensity_ratio_24,energy_ratio_1,energy_ratio_2,energy_ratio_3,energy_ratio_4,first_mic,loudest_mic,estimated_direction_deg,duration,rms,db,spectral_centroid,spectral_rolloff,label
60_41,-1.8035,0.8895625,1.5444791666666666,0.3648125,1.0197708333333333,0.6548958333333333,0.45635416666666667,0.45589583333333333,-0.7836666666666667,1.1635930588609644,0.9592706872352632,0.7798859749133157,0.6702394526785879,0.26033728013748036,0.25078092539770136,0.17932453860313233,0.309557255861684,2,4,109.97666525883669,3.0,0.0529028342107968,-25.53042120974176,2589.808861032291,4775.265957446809,60
60_42,0.478,0.8981041666666667,1.5301041666666666,0.42014583333333333,1.0520833333333333,0.6319583333333333,-0.0017083333333333332,-1.2128958333333333,-0.45349999999999996,1.116410188376454,0.9239172201772918,0.7646631229828242,0.6849302621406368,0.22840288249032803,0.1784352259906678,0.19071415881817996,0.40244773270082207,1,4,139.0888359215738,3.0,0.0479817392529705,-26.378480273378003,2284.3137830961177,3532.9122340425533,60
60_43,0.4825833333333333,0.8981458333333333,-0.8347291666666666,0.4155,-1.3173541666666666,-1.7328333333333332,0.030666666666666665,-0.012708333333333335,0.03952083333333333,1.1049435120462219,0.9285988694346947,0.7853694764191546,0.7107779428136237,0.1448096423760519,0.14495634009512917,0.20087682747568308,0.509357190053134,4,4,268.6211298161019,3.0,0.0415972772017248,-27.618701913682404,2257.592090574027,3381.7320478723404,60
60_44,-1.9112708333333333,-1.4550416666666666,-0.8379375,0.4562083333333333,1.0733125,0.6171458333333333,0.8293541666666667,0.8689375,0.8596875,1.0664490700803704,0.9239675594904345,0.7987914571693263,0.7490197887345107,0.15521272074943696,0.2440998409303526,0.2825521996331111,0.31813523868709725,3,4,43.11244948394075,3.0,0.0415486964646031,-27.62885194141258,2466.592328523044,4303.856382978724,60
60_45,0.4308958333333333,-1.4384583333333334,1.5296041666666667,0.4764791666666667,1.0987083333333334,0.62225,0.23908333333333334,0.23383333333333334,0.043083333333333335,1.120036934438946,0.9103189493417406,0.7687989497023319,0.6864049979617687,0.2964003230821052,0.20103480381390562,0.17958438167792445,0.32298049142606283,2,4,92.37518892293436,3.0,0.0562188081627619,-25.002367313094556,2614.1069959211964,4932.928856382979,60
60_46,0.46608333333333335,0.897875,-0.824625,0.4317708333333333,-1.29075,-1.7225,-0.022520833333333334,-1.041125,-0.39591666666666664,1.1086723050049452,0.8736379985174745,0.748764676548142,0.6753705970342205,0.16607870104715192,0.15736094040553644,0.16698442111578143,0.5095759374315284,1,4,268.3746173148071,3.0,0.0427293979511956,-27.385464525065508,2400.361358218523,4040.974069148936,60
60_47,0.46266666666666667,0.8817916666666666,-0.844125,0.4191666666666667,-1.3066875,-1.726,0.46329166666666677,0.8815000000000001,1.2927291666666667,1.095370923820423,0.8830174536872827,0.7473717600133909,0.682300163131124,0.16294250881943795,0.1627497978538866,0.2783679840705836,0.3959397092560899,4,4,269.174316884278,3.0,0.0420738151256024,-27.519762113685218,2521.25391249052,4598.819813829788,60
60_48,0.4834375,-1.4933333333333334,-0.8273125,0.3465625,-1.310875,0.6661458333333333,0.6884791666666666,0.7180208333333333,0.550625,1.049832204138897,0.8894849785392089,0.7604806898438254,0.7243830841196341,0.1618327164477963,0.2784442555581775,0.23908498124731584,0.3206380467467084,3,4,311.5164062887846,3.0,0.041488796459353,-27.64138326688579,2536.11382975117,4525.681515957447,60
60_49,-1.8489791666666666,0.8406875,-0.8230208333333333,0.37204166666666666,1.026,0.654,0.0646875,0.010354166666666657,-0.8144583333333334,1.0681310261135943,0.9057339325339933,0.7605710648347312,0.7120578339536541,0.3135154131289784,0.18220830785035863,0.17733882646541121,0.3269374525552497,2,4,90.49329509515266,3.0,0.0566665226422068,-24.933468742830133,2546.7144764486025,4870.678191489362,60
60_4,0.38697916666666665,1.3552708333333334,-0.5057083333333333,0.9683541666666666,-0.8927083333333333,0.4793541666666667,0.00020833333333333335,-0.5067916666666668,-0.03147916666666666,0.8796213017737835,0.8601981298014912,1.007427487122092,1.1452968284067482,0.23101685016266124,0.2205694245405956,0.19632490425773794,0.3520888210390035,2,3,244.55277340530813,3.0,0.0534389576614985,-25.44284042900348,2612.595735863388,5137.79920212766,60
